S/N,REGION,COUNCIL,SCHOOL NAME,Reg#," July, 2022 "," Augut, 2022 "," September, 2022 "," October, 2022 "," November, 2022 "," December, 2022 "," January, 2023 "," February, 2023 "," March, 2023 "," April, 2023 "," May, 2023 "," June, 2023 ", TOTAL 
3017,Iringa,Iringa DC, IKUVILO , EM.4691 ,"267,367.40","265,934.61","246,745.45","245,243.08","245,106.00","244,616.00","244,415.00","244,218.00","243,992.00","243,992.00","243,992.00","243,942.00","2,979,563.54"
3018,Iringa,Iringa DC, ILAMBILOLE , EM.3777 ,"370,480.02","368,494.67","357,198.23","355,023.35","354,824.00","354,116.00","353,824.00","353,539.00","353,212.00","353,212.00","353,212.00","353,140.00","4,280,275.27"
3019,Iringa,Iringa DC, ILANDUTWA , EM.3778 ,"298,456.63","296,857.24","296,398.54","294,593.85","294,429.00","293,841.00","293,599.00","293,362.00","293,091.00","293,091.00","293,091.00","293,031.00","3,533,841.25"
3020,Iringa,Iringa DC, ILOLOMPYA , EM.8288 ,"189,644.32","188,628.04","191,519.05","190,352.95","190,246.00","189,867.00","189,710.00","189,557.00","189,382.00","189,382.00","189,382.00","189,343.00","2,277,013.35"
3021,Iringa,Iringa DC, IPWASI , EM.15551 ,"83,940.93","83,491.10","79,546.27","79,061.94","79,018.00","78,860.00","78,795.00","78,731.00","78,659.00","78,659.00","78,659.00","78,643.00","956,064.24"
3022,Iringa,Iringa DC, ISAKA , EM.13108 ,"101,040.00","100,498.55","97,279.52","96,687.21","96,633.00","96,440.00","96,361.00","96,283.00","96,194.00","96,194.00","96,194.00","96,174.00","1,165,978.28"
3023,Iringa,Iringa DC, ISAKALILO , EM.8078 ,"333,172.94","331,387.51","355,678.24","353,512.61","353,314.00","352,609.00","352,319.00","352,035.00","351,709.00","351,709.00","351,709.00","351,638.00","4,190,793.31"
3024,Iringa,Iringa DC, ISELE PAWAGA , EM.8079 ,"266,849.24","265,419.23","256,372.07","254,811.09","254,668.00","254,160.00","253,950.00","253,746.00","253,511.00","253,511.00","253,511.00","253,460.00","3,073,968.63"
3025,Iringa,Iringa DC, ISMANI , EM.2224 ,"239,387.09","238,104.25","231,038.86","229,632.13","229,503.00","229,045.00","228,857.00","228,672.00","228,461.00","228,461.00","228,461.00","228,414.00","2,768,036.32"
3026,Iringa,Iringa DC, ISUPILO , EM.4692 ,"161,145.85","160,282.30","161,119.20","160,138.19","160,048.00","159,729.00","159,597.00","159,469.00","159,321.00","159,321.00","159,321.00","159,289.00","1,918,780.55"
3027,Iringa,Iringa DC, ITAGUTWA , EM.7021 ,"173,581.55","172,651.35","163,145.86","162,152.51","162,062.00","161,738.00","161,605.00","161,475.00","161,325.00","161,325.00","161,325.00","161,292.00","1,963,678.26"
3028,Iringa,Iringa DC, ITENGULINYI , EM.4693 ,"160,109.55","159,251.54","144,905.95","144,023.66","143,943.00","143,656.00","143,537.00","143,421.00","143,289.00","143,289.00","143,289.00","143,260.00","1,755,974.69"
3029,Iringa,Iringa DC, ITUNUNDU , EM.1204 ,"641,474.49","638,036.92","632,823.54","628,970.45","628,618.00","627,363.00","626,846.00","626,341.00","625,762.00","625,762.00","625,762.00","625,634.00","7,553,393.40"
3030,Iringa,Iringa DC, ITUNUNDU B , EM.18946 ,,,"49,146.42","48,847.18","48,820.00","48,722.00","48,682.00","48,643.00","48,598.00","48,598.00","48,598.00","48,588.00","487,242.61"
3031,Iringa,Iringa DC, ITWAGA , EM.11238 ,"231,096.63","229,858.21","231,545.52","230,135.71","230,007.00","229,548.00","229,358.00","229,174.00","228,962.00","228,962.00","228,962.00","228,915.00","2,756,524.06"
3032,Iringa,Iringa DC, IZAZI , EM.1586 ,"305,710.78","304,072.52","292,345.22","290,565.21","290,402.00","289,823.00","289,584.00","289,350.00","289,083.00","289,083.00","289,083.00","289,024.00","3,508,125.74"
3033,Iringa,Iringa DC, KALENGA , EM.382 ,"289,129.86","287,580.45","275,625.30","273,947.10","273,793.00","273,247.00","273,022.00","272,802.00","272,550.00","272,550.00","272,550.00","272,494.00","3,309,290.71"
3034,Iringa,Iringa DC, KANINGOMBE , EM.2225 ,"316,592.01","314,895.44","276,131.97","274,450.68","274,297.00","273,749.00","273,524.00","273,303.00","273,051.00","273,051.00","273,051.00","272,995.00","3,369,091.10"
3035,Iringa,Iringa DC, KATENGE , EM.12478 ,"321,255.40","319,533.84","313,118.45","311,211.96","311,037.00","310,417.00","310,161.00","309,911.00","309,625.00","309,625.00","309,625.00","309,561.00","3,745,081.65"
3036,Iringa,Iringa DC, KIBAONI , EM.11700 ,"559,088.02","556,091.95","588,743.76","585,159.06","584,831.00","583,664.00","583,183.00","582,712.00","582,174.00","582,174.00","582,174.00","582,055.00","6,952,049.79"
3037,Iringa,Iringa DC, KIBEBE , EM.3061 ,"150,264.62","149,459.37","146,425.94","145,534.40","145,453.00","145,163.00","145,043.00","144,926.00","144,792.00","144,792.00","144,792.00","144,762.00","1,751,407.34"
3038,Iringa,Iringa DC, KIBENA , EM.1014 ,"276,176.01","274,696.02","282,718.60","280,997.21","280,840.00","280,279.00","280,048.00","279,822.00","279,564.00","279,564.00","279,564.00","279,507.00","3,353,775.85"
3039,Iringa,Iringa DC, KIDAMALI , EM.9598 ,"369,443.71","367,463.91","365,304.86","366,605.67","366,400.00","365,669.00","365,367.00","365,073.00","364,736.00","364,736.00","364,736.00","364,661.00","4,390,196.16"
3040,Iringa,Iringa DC, KIDILO , EM.14610 ,"154,928.01","154,097.77","137,812.65","136,973.55","136,897.00","136,624.00","136,511.00","136,401.00","136,275.00","136,275.00","136,275.00","136,247.00","1,675,316.98"
3041,Iringa,Iringa DC, KIHANGA , EM.3276 ,"245,604.93","244,288.77","232,558.85","231,142.86","231,013.00","230,552.00","230,362.00","230,176.00","229,964.00","229,964.00","229,964.00","229,917.00","2,795,507.42"
3042,Iringa,Iringa DC, KIHOROGOTA , EM.8289 ,"89,640.62","89,160.25","86,132.91","85,608.47","85,560.00","85,390.00","85,319.00","85,251.00","85,172.00","85,172.00","85,172.00","85,154.00","1,032,732.24"
3043,Iringa,Iringa DC, KILAMBO , EM.3456 ,"412,450.48","410,240.22","396,718.04","394,302.53","394,081.00","393,295.00","392,971.00","392,654.00","392,291.00","392,291.00","392,291.00","392,211.00","4,755,796.27"
3044,Iringa,Iringa DC, KIMANDE , EM.479 ,"402,087.40","399,932.67","375,944.81","373,655.78","373,446.00","372,701.00","372,394.00","372,094.00","371,750.00","371,750.00","371,750.00","371,674.00","4,529,179.67"
3045,Iringa,Iringa DC, KINYALI , EM.13109 ,"153,373.55","152,551.64","140,345.97","139,491.44","139,413.00","139,135.00","139,020.00","138,908.00","138,780.00","138,780.00","138,780.00","138,752.00","1,697,330.60"
3046,Iringa,Iringa DC, KINYAMINYI , EM.18783 ,,,"60,293.04","59,925.93","59,892.00","59,773.00","59,724.00","59,675.00","59,620.00","59,620.00","59,620.00","59,608.00","597,750.96"
3047,Iringa,Iringa DC, KINYIKA , EM.7687 ,"530,589.56","527,746.21","533,517.36","530,268.92","529,972.00","528,914.00","528,478.00","528,052.00","527,564.00","527,564.00","527,564.00","527,456.00","6,347,686.05"
3048,Iringa,Iringa DC, KINYWANGANGA , EM.4092 ,"91,195.08","90,706.38","88,159.56","87,622.78","87,574.00","87,399.00","87,327.00","87,256.00","87,176.00","87,176.00","87,176.00","87,158.00","1,055,925.81"
3049,Iringa,Iringa DC, KIPANGA , EM.14362 ,"246,123.09","244,804.15","244,718.79","243,228.76","243,092.00","242,607.00","242,407.00","242,212.00","241,988.00","241,988.00","241,988.00","241,939.00","2,917,095.79"
3050,Iringa,Iringa DC, KIPERA , EM.5958 ,"351,826.48","349,941.09","390,131.41","392,791.79","392,572.00","391,788.00","391,465.00","391,150.00","390,788.00","390,788.00","390,788.00","390,708.00","4,614,737.77"
3051,Iringa,Iringa DC, KIPONZELO , EM.551 ,"364,780.32","362,825.52","348,584.94","346,462.51","346,268.00","345,577.00","345,292.00","345,014.00","344,695.00","344,695.00","344,695.00","344,625.00","4,183,514.29"
3052,Iringa,Iringa DC, KISANGA , EM.2458 ,"306,228.94","304,587.90","303,998.50","302,147.53","301,978.00","301,376.00","301,127.00","300,884.00","300,606.00","300,606.00","300,606.00","300,545.00","3,624,690.87"
3053,Iringa,Iringa DC, KISILWA , EM.18430 ,"106,739.70","106,167.69","130,212.69","129,419.86","129,347.00","129,089.00","128,983.00","128,879.00","128,760.00","128,760.00","128,760.00","128,733.00","1,503,850.94"
3054,Iringa,Iringa DC, KISINGA ISMAN , EM.3779 ,"192,235.09","191,204.92","178,345.79","177,259.89","177,160.00","176,807.00","176,661.00","176,519.00","176,356.00","176,356.00","176,356.00","176,320.00","2,151,580.68"
3055,Iringa,Iringa DC, KITANEWA , EM.1587 ,"367,889.25","365,917.78","361,251.55","359,051.99","358,851.00","358,135.00","357,839.00","357,551.00","357,221.00","357,221.00","357,221.00","357,148.00","4,315,297.56"
3056,Iringa,Iringa DC, KITAPILIMWA , EM.4694 ,"173,063.39","172,135.97","177,332.46","176,252.73","176,154.00","175,802.00","175,657.00","175,516.00","175,354.00","175,354.00","175,354.00","175,318.00","2,103,293.55"
3057,Iringa,Iringa DC, KITAYAWA , EM.13947 ,"372,552.63","370,556.17","364,798.20","362,577.04","362,374.00","361,651.00","361,352.00","361,061.00","360,728.00","360,728.00","360,728.00","360,654.00","4,359,760.04"
3058,Iringa,Iringa DC, KITISI , EM.11239 ,"183,426.47","182,443.51","198,612.35","197,403.06","197,292.00","196,899.00","196,736.00","196,578.00","196,396.00","196,396.00","196,396.00","196,356.00","2,334,934.39"
3059,Iringa,Iringa DC, KIWERE , EM.5959 ,"215,552.01","214,396.90","217,865.59","216,539.07","216,418.00","215,986.00","215,808.00","215,634.00","215,435.00","215,435.00","215,435.00","215,391.00","2,589,895.56"
3060,Iringa,Iringa DC, LUGANGA , EM.5960 ,"354,935.40","353,033.35","250,292.10","248,768.14","248,629.00","248,133.00","247,928.00","247,728.00","247,499.00","247,499.00","247,499.00","247,449.00","3,189,392.98"
3061,Iringa,Iringa DC, LUKWAMBE , EM.13948 ,"239,905.24","238,619.62","227,998.87","226,610.65","226,484.00","226,032.00","225,845.00","225,663.00","225,455.00","225,455.00","225,455.00","225,409.00","2,738,932.39"
3062,Iringa,Iringa DC, LUMULI , EM.4695 ,"285,502.78","283,972.81","279,171.95","277,472.15","277,317.00","276,763.00","276,535.00","276,312.00","276,057.00","276,057.00","276,057.00","276,000.00","3,337,217.70"
3063,Iringa,Iringa DC, LUPALAMA A , EM.3457 ,"261,149.55","259,750.09","253,332.08","251,789.61","251,648.00","251,146.00","250,939.00","250,737.00","250,505.00","250,505.00","250,505.00","250,454.00","3,032,460.33"
3064,Iringa,Iringa DC, LUPALAMA B , EM.8290 ,"147,673.85","146,882.49","140,345.97","139,491.44","139,413.00","139,135.00","139,020.00","138,908.00","138,780.00","138,780.00","138,780.00","138,752.00","1,685,961.76"
3065,Iringa,Iringa DC, LUPEMBELWASENGA , EM.7022 ,"433,694.79","431,370.68","422,557.91","419,985.07","419,750.00","418,912.00","418,567.00","418,229.00","417,843.00","417,843.00","417,843.00","417,757.00","5,054,352.45"
3066,Iringa,Iringa DC, LWATO , EM.16741 ,"123,320.62","122,659.76","119,066.08","118,341.12","118,275.00","118,039.00","117,941.00","117,846.00","117,737.00","117,737.00","117,737.00","117,713.00","1,426,412.58"
3067,Iringa,Iringa DC, LYALAMO , EM.3458 ,"209,852.32","208,727.75","205,198.99","203,949.59","203,835.00","203,428.00","203,261.00","203,097.00","202,909.00","202,909.00","202,909.00","202,868.00","2,452,944.64"
3068,Iringa,Iringa DC, LYAMGUNGWE , EM.5961 ,"291,202.47","289,641.96","277,651.96","275,961.41","275,807.00","275,256.00","275,029.00","274,808.00","274,554.00","274,554.00","274,554.00","274,498.00","3,333,517.81"
3069,Iringa,Iringa DC, MAFULUTO , EM.7023 ,"282,393.86","280,880.55","271,065.33","269,414.88","269,264.00","268,727.00","268,505.00","268,288.00","268,041.00","268,041.00","268,041.00","267,986.00","3,250,647.62"
3070,Iringa,Iringa DC, MAGOMBWE , EM.13569 ,"292,756.94","291,188.09","278,158.63","276,464.99","276,310.00","275,759.00","275,531.00","275,309.00","275,055.00","275,055.00","275,055.00","274,999.00","3,341,641.65"
3071,Iringa,Iringa DC, MAGOZI , EM.13110 ,"358,562.48","356,640.99","355,678.24","353,512.61","353,314.00","352,609.00","352,319.00","352,035.00","351,709.00","351,709.00","351,709.00","351,638.00","4,241,436.33"
3072,Iringa,Iringa DC, MAGUBIKE , EM.3780 ,"232,651.09","231,404.34","231,545.52","230,135.71","230,007.00","229,548.00","229,358.00","229,174.00","228,962.00","228,962.00","228,962.00","228,915.00","2,759,624.66"
3073,Iringa,Iringa DC, MAGULILWA , EM.2459 ,"455,975.40","453,531.90","458,024.40","455,235.62","454,980.00","454,072.00","453,698.00","453,332.00","452,914.00","452,914.00","452,914.00","452,821.00","5,450,412.32"
3074,Iringa,Iringa DC, MAGUNGA , EM.3781 ,"265,294.78","263,873.10","236,612.16","235,171.50","235,040.00","234,571.00","234,377.00","234,188.00","233,972.00","233,972.00","233,972.00","233,924.00","2,874,967.55"
3075,Iringa,Iringa DC, MAHUNINGA , EM.3782 ,"265,294.78","263,873.10","263,465.36","261,861.20","261,714.00","261,192.00","260,977.00","260,766.00","260,525.00","260,525.00","260,525.00","260,472.00","3,141,190.45"
3076,Iringa,Iringa DC, MAKADUPA , EM.4093 ,"155,964.31","155,128.52","154,532.57","153,591.66","153,506.00","153,199.00","153,073.00","152,949.00","152,808.00","152,808.00","152,808.00","152,777.00","1,843,145.07"
3077,Iringa,Iringa DC, MAKATAPOLA , EM.9148 ,"226,433.24","225,219.82","197,092.36","195,892.32","195,782.00","195,392.00","195,231.00","195,073.00","194,893.00","194,893.00","194,893.00","194,853.00","2,405,647.73"
3078,Iringa,Iringa DC, MAKATAPORA B , EM.18431 ,"91,195.08","90,706.38","107,919.47","107,262.37","107,202.00","106,988.00","106,900.00","106,814.00","106,715.00","106,715.00","106,715.00","106,693.00","1,251,825.30"
3079,Iringa,Iringa DC, MAKIFU , EM.5962 ,"195,862.16","194,812.56","183,919.09","182,799.26","182,697.00","182,332.00","182,182.00","182,035.00","181,867.00","181,867.00","181,867.00","181,830.00","2,214,070.08"
3080,Iringa,Iringa DC, MAKOMBE , EM.5963 ,"239,387.09","238,104.25","234,078.84","232,653.60","232,523.00","232,059.00","231,868.00","231,681.00","231,467.00","231,467.00","231,467.00","231,420.00","2,798,175.78"
3081,Iringa,Iringa DC, MAKONGATI , EM.7024 ,"190,680.62","189,658.79","192,025.72","190,856.53","190,750.00","190,369.00","190,212.00","190,059.00","189,883.00","189,883.00","189,883.00","189,844.00","2,284,104.66"
3082,Iringa,Iringa DC, MAKOTA , EM.13111 ,"244,050.47","242,742.64","263,972.03","262,364.78","262,218.00","261,694.00","261,479.00","261,268.00","261,026.00","261,026.00","261,026.00","260,973.00","3,103,839.92"
3083,Iringa,Iringa DC, MAKUKA , EM.4696 ,"262,704.01","261,296.22","273,598.65","271,932.78","271,780.00","271,238.00","271,014.00","270,796.00","270,546.00","270,546.00","270,546.00","270,490.00","3,236,487.66"
3084,Iringa,Iringa DC, MALAGOSI , EM.5964 ,"284,466.47","282,942.06","274,611.98","272,939.94","272,787.00","272,243.00","272,018.00","271,799.00","271,548.00","271,548.00","271,548.00","271,492.00","3,289,943.45"
3085,Iringa,Iringa DC, MALINZANGA , EM.13949 ,"378,770.48","376,740.70","353,651.59","351,498.30","351,301.00","350,600.00","350,311.00","350,029.00","349,705.00","349,705.00","349,705.00","349,634.00","4,261,651.06"
3086,Iringa,Iringa DC, MANGALALI , EM.4094 ,"209,852.32","208,727.75","200,639.01","199,417.37","199,306.00","198,908.00","198,744.00","198,584.00","198,400.00","198,400.00","198,400.00","198,360.00","2,407,738.45"
3087,Iringa,Iringa DC, MANGAWE , EM.4697 ,"244,050.47","242,742.64","258,905.39","257,328.98","257,185.00","256,672.00","256,460.00","256,253.00","256,016.00","256,016.00","256,016.00","255,964.00","3,053,609.48"
3088,Iringa,Iringa DC, MAPERA MENGI , EM.12479 ,"209,852.32","208,727.75","194,052.37","192,870.84","192,763.00","192,378.00","192,219.00","192,064.00","191,887.00","191,887.00","191,887.00","191,848.00","2,342,436.28"
3089,Iringa,Iringa DC, MASUMBO , EM.1015 ,"116,066.47","115,444.48","114,506.10","113,808.90","113,745.00","113,518.00","113,425.00","113,333.00","113,228.00","113,228.00","113,228.00","113,205.00","1,366,735.95"
3090,Iringa,Iringa DC, MATALAWE , EM.11240 ,"66,323.70","65,968.28","70,932.98","70,501.09","70,462.00","70,321.00","70,263.00","70,206.00","70,141.00","70,141.00","70,141.00","70,127.00","835,528.05"
3091,Iringa,Iringa DC, MATEMBO , EM.13570 ,"96,894.77","96,375.53","94,239.53","93,665.74","93,613.00","93,426.00","93,349.00","93,274.00","93,188.00","93,188.00","93,188.00","93,169.00","1,127,570.57"
3092,Iringa,Iringa DC, MAWINDI , EM.12480 ,"117,620.93","116,990.61","116,026.09","115,319.64","115,255.00","115,025.00","114,930.00","114,837.00","114,731.00","114,731.00","114,731.00","114,708.00","1,384,905.28"
3093,Iringa,Iringa DC, MBOLIBOLI , EM.5965 ,"623,339.10","619,998.72","728,583.07","724,146.92","723,741.00","722,297.00","721,701.00","721,119.00","720,453.00","720,453.00","720,453.00","720,306.00","8,466,590.81"
3094,Iringa,Iringa DC, MBUYUNI , EM.13112 ,"262,704.01","261,296.22","263,972.03","262,364.78","262,218.00","261,694.00","261,479.00","261,268.00","261,026.00","261,026.00","261,026.00","260,973.00","3,141,047.03"
3095,Iringa,Iringa DC, MFUKULEMBE , EM.3277 ,"320,219.09","318,503.08","304,505.16","302,651.11","302,481.00","301,878.00","301,629.00","301,386.00","301,107.00","301,107.00","301,107.00","301,046.00","3,657,619.45"
3096,Iringa,Iringa DC, MFYOME , EM.2614 ,"297,938.47","296,341.86","323,758.40","323,297.86","323,117.00","322,472.00","322,206.00","321,946.00","321,649.00","321,649.00","321,649.00","321,583.00","3,817,607.60"
3097,Iringa,Iringa DC, MGAMA , EM.1588 ,"346,126.78","344,271.94","348,078.28","345,958.93","345,765.00","345,075.00","344,790.00","344,512.00","344,194.00","344,194.00","344,194.00","344,124.00","4,141,283.93"
3098,Iringa,Iringa DC, MGERA , EM.5966 ,"326,436.94","324,687.61","323,251.74","321,283.54","321,103.00","320,463.00","320,198.00","319,940.00","319,645.00","319,645.00","319,645.00","319,579.00","3,855,877.83"
3099,Iringa,Iringa DC, MGUHU , EM.14363 ,"230,060.32","228,827.46","223,945.56","222,582.02","222,457.00","222,013.00","221,830.00","221,651.00","221,447.00","221,447.00","221,447.00","221,401.00","2,679,108.35"
3100,Iringa,Iringa DC, MIBIKIMITALI , EM.8360 ,"198,452.93","197,389.45","191,012.39","189,849.37","189,743.00","189,364.00","189,208.00","189,056.00","188,881.00","188,881.00","188,881.00","188,842.00","2,289,560.14"
3101,Iringa,Iringa DC, MIGOLI , EM.13571 ,"573,596.33","570,522.51","536,050.68","532,786.82","532,488.00","531,426.00","530,987.00","530,559.00","530,069.00","530,069.00","530,069.00","529,961.00","6,458,584.35"
3102,Iringa,Iringa DC, MIKONGWI , EM.5967 ,"155,446.16","154,613.15","150,985.92","150,066.61","149,982.00","149,683.00","149,560.00","149,439.00","149,301.00","149,301.00","149,301.00","149,271.00","1,806,949.84"
3103,Iringa,Iringa DC, MKOMBE , EM.13572 ,"90,676.93","90,191.00","96,772.86","96,183.63","96,130.00","95,938.00","95,859.00","95,781.00","95,693.00","95,693.00","95,693.00","95,673.00","1,140,284.42"
3104,Iringa,Iringa DC, MKOMBILENGA , EM.13113 ,"246,123.09","244,804.15","221,918.90","220,567.70","220,444.00","220,004.00","219,823.00","219,646.00","219,443.00","219,443.00","219,443.00","219,398.00","2,691,057.84"
3105,Iringa,Iringa DC, MKULULA , EM.3459 ,"296,902.17","295,311.11","294,371.88","292,579.53","292,415.00","291,832.00","291,591.00","291,356.00","291,087.00","291,087.00","291,087.00","291,028.00","3,510,647.68"
3106,Iringa,Iringa DC, MKUNGUGU , EM.4698 ,"201,043.70","199,966.34","193,545.71","192,367.26","192,259.00","191,876.00","191,718.00","191,563.00","191,386.00","191,386.00","191,386.00","191,347.00","2,319,844.01"
