S/N,REGION,COUNCIL,SCHOOL NAME,Reg#,"July, 2022","Augut, 2022","September, 2022","October, 2022","November, 2022","December, 2022","January, 2023","February, 2023","March, 2023","April, 2023","May, 2023","June, 2023", TOTAL 
115,Arusha,Meru DC,MAJENGO KATI,S.5118,"175,100.22","173,800.34","220,420.49","218,208.00","218,146.00","217,489.00","217,412.00","217,373.00","216,979.00","216,763.00","216,763.00","216,150.00","2,524,604.05"
116,Arusha,Meru DC,MAJI YA CHAI,S.765,"1,050,601.33","1,042,802.07","1,031,482.28","873,896.42","873,647.00","871,017.00","870,708.00","870,554.00","868,974.00","868,108.00","868,108.00","865,656.00","10,955,554.09"
117,Arusha,Meru DC,MAKIBA,S.659,"835,962.35","829,756.48","791,801.75","694,007.87","693,809.00","691,722.00","691,476.00","691,353.00","690,099.00","689,411.00","689,411.00","687,464.00","8,676,273.45"
118,Arusha,Meru DC,MALULA,S.4092,"683,455.70","678,381.99","583,151.29","559,889.79","559,730.00","558,045.00","557,847.00","557,748.00","556,736.00","556,181.00","556,181.00","554,611.00","6,961,957.77"
119,Arusha,Meru DC,MARORONI,S.1792,"746,717.72","741,174.37","716,901.59","713,167.60","712,964.00","710,818.00","710,566.00","710,440.00","709,151.00","708,444.00","708,444.00","706,443.00","8,595,231.28"
120,Arusha,Meru DC,MARUVANGO,S.2804,"414,592.14","411,514.36","442,980.98","440,673.71","440,548.00","439,222.00","439,066.00","438,988.00","438,192.00","437,755.00","437,755.00","436,519.00","5,217,806.19"
121,Arusha,Meru DC,MBUGUNI,S.760,"1,443,729.56","1,433,011.87","1,367,463.03","1,015,465.51","1,015,175.00","1,012,120.00","1,011,761.00","1,011,581.00","1,009,746.00","1,008,739.00","1,008,739.00","1,005,891.00","13,343,421.97"
122,Arusha,Meru DC,MERU,S.5723,,"54,943.33","52,430.12","52,157.03","52,142.00","51,985.00","51,967.00","51,958.00","51,863.00","51,812.00","51,812.00","51,665.00","574,734.48"
123,Arusha,Meru DC,MIRIRINI,S.2805,"323,088.15","320,689.67","328,490.73","326,779.78","326,686.00","325,703.00","325,588.00","325,530.00","324,939.00","324,615.00","324,615.00","323,699.00","3,900,423.33"
124,Arusha,Meru DC,MOMELA,S.4095,"967,005.09","959,826.42","806,781.79","802,579.66","802,350.00","799,936.00","799,651.00","799,510.00","798,059.00","797,263.00","797,263.00","795,012.00","9,925,236.95"
125,Arusha,Meru DC,MULALA,S.5450,"75,688.48","75,126.60","172,270.38","171,373.11","171,324.00","170,809.00","170,748.00","170,718.00","170,408.00","170,238.00","170,238.00","169,757.00","1,858,698.57"
126,Arusha,Meru DC,MUUNGANO USARIVER,S.1927,"954,578.62","947,492.20","911,642.02","926,053.45","925,789.00","923,003.00","922,675.00","922,511.00","920,838.00","919,919.00","919,919.00","917,322.00","11,111,742.29"
127,Arusha,Meru DC,NASHOLI,S.1789,"760,273.86","754,629.88","720,111.59","720,618.60","720,413.00","718,245.00","717,989.00","717,862.00","716,560.00","715,845.00","715,845.00","713,824.00","8,692,216.94"
128,Arusha,Meru DC,NGONGONGARE,S.3428,"724,124.14","718,748.52","702,991.56","699,330.02","699,130.00","697,026.00","696,779.00","696,655.00","695,391.00","694,698.00","694,698.00","692,736.00","8,412,307.24"
129,Arusha,Meru DC,NGORIKA,S.5736,,"43,730.41","42,800.09","35,126.17","35,116.00","35,010.00","34,998.00","34,992.00","34,928.00","34,893.00","34,893.00","34,795.00","401,281.67"
130,Arusha,Meru DC,NGURUDOTO,S.5119,"241,751.27","239,956.60","282,480.63","281,009.32","280,929.00","280,084.00","279,984.00","279,934.00","279,427.00","279,148.00","279,148.00","278,360.00","3,282,211.83"
131,Arusha,Meru DC,NGYEKU,S.4115,"501,577.41","497,853.89","413,020.91","404,483.12","404,367.00","403,151.00","403,007.00","402,936.00","402,205.00","401,804.00","401,804.00","400,669.00","5,036,878.33"
132,Arusha,Meru DC,NKOANEKOLI,S.4678,"212,379.62","210,803.00","186,180.41","184,146.26","184,094.00","183,540.00","183,474.00","183,442.00","183,109.00","182,926.00","182,926.00","182,410.00","2,259,430.29"
133,Arusha,Meru DC,NKOANRUA,S.905,"1,081,102.66","1,073,076.97","925,552.05","929,246.74","928,981.00","926,185.00","925,856.00","925,692.00","924,013.00","923,091.00","923,091.00","920,485.00","11,406,372.41"
134,Arusha,Meru DC,NKOARISAMBU,S.2500,"629,231.12","624,559.95","505,041.12","503,475.04","503,331.00","501,816.00","501,638.00","501,549.00","500,639.00","500,140.00","500,140.00","498,728.00","6,270,288.22"
135,Arusha,Meru DC,NKOASENGA,S.2806,"352,459.80","349,843.27","391,620.87","388,516.68","388,406.00","387,237.00","387,099.00","387,031.00","386,328.00","385,943.00","385,943.00","384,853.00","4,575,280.62"
136,Arusha,Meru DC,NSHUPU,S.904,"804,331.34","798,360.29","787,521.74","785,548.79","785,324.00","782,961.00","782,683.00","782,544.00","781,124.00","780,345.00","780,345.00","778,142.00","9,429,230.16"
137,Arusha,Meru DC,PAMOJA,S.5081,"314,050.72","311,719.33","401,250.89","399,160.97","399,047.00","397,846.00","397,705.00","397,634.00","396,913.00","396,517.00","396,517.00","395,397.00","4,603,757.90"
138,Arusha,Meru DC,PATANDI MAALUM,S.5161,"180,748.62","322,932.25","308,160.68","306,555.62","306,468.00","305,546.00","305,437.00","305,383.00","304,829.00","304,525.00","304,525.00","303,665.00","3,558,775.18"
139,Arusha,Meru DC,POLI,S.4094,"506,096.12","502,339.06","482,571.07","480,057.59","479,920.00","478,476.00","478,306.00","478,221.00","477,354.00","476,878.00","476,878.00","475,531.00","5,792,627.84"
140,Arusha,Meru DC,SAKILA,S.1320,"530,949.06","527,007.50","396,970.88","394,903.25","394,790.00","393,602.00","393,462.00","393,393.00","392,679.00","392,287.00","392,287.00","391,180.00","4,993,510.69"
141,Arusha,Meru DC,SAMARIA BONDENI,S.5722,,"111,007.96","105,930.23","73,445.62","73,425.00","73,204.00","73,178.00","73,165.00","73,032.00","72,959.00","72,959.00","72,753.00","875,058.81"
142,Arusha,Meru DC,SEELA,S.5781,,"44,851.70",,"42,577.17","42,565.00","42,437.00","42,422.00","42,414.00","42,337.00","42,295.00","42,295.00","42,176.00","426,369.87"
143,Arusha,Meru DC,SHAMBARAI BURKA,S.5784,,"66,156.26","209,720.46","208,628.13","208,568.00","207,941.00","207,867.00","207,830.00","207,453.00","207,246.00","207,246.00","206,661.00","2,145,316.86"
144,Arusha,Meru DC,SHISHTON,S.1166,"393,128.24","390,209.81","372,360.82","386,387.82","386,277.00","385,115.00","384,978.00","384,910.00","384,212.00","383,828.00","383,828.00","382,745.00","4,617,979.69"
145,Arusha,Meru DC,SINGISI,S.2807,"654,084.05","649,228.38","619,531.37","603,531.39","603,359.00","601,543.00","601,329.00","601,223.00","600,132.00","599,534.00","599,534.00","597,841.00","7,330,870.19"
146,Arusha,Meru DC,SONGORO,S.1277,"724,124.14","718,748.52","632,371.40","629,077.69","628,898.00","627,005.00","626,782.00","626,671.00","625,535.00","624,911.00","624,911.00","623,146.00","7,712,180.75"
147,Arusha,Meru DC,UMOJA KINGORI,S.5025,"338,903.65","336,387.76","325,280.72","323,586.49","323,494.00","322,520.00","322,406.00","322,349.00","321,764.00","321,443.00","321,443.00","320,535.00","3,900,112.63"
148,Arusha,Meru DC,URAKI,S.1039,"507,225.80","503,460.35","480,431.06","428,964.99","428,842.00","427,552.00","427,400.00","427,324.00","426,549.00","426,123.00","426,123.00","424,920.00","5,334,915.21"
149,Arusha,Meru DC,UWIRO,S.5116,"208,990.59","207,439.12","274,990.61","273,558.32","273,480.00","272,657.00","272,560.00","272,512.00","272,018.00","271,746.00","271,746.00","270,979.00","3,142,676.63"
150,Arusha,Monduli DC,ENGUTOTO,S.1276,"1,162,439.53","1,153,810.03","1,240,132.75","1,241,124.51","1,240,770.00","1,237,036.00","1,236,596.00","1,236,377.00","1,234,134.00","1,232,903.00","1,232,903.00","1,229,422.00","14,677,647.81"
151,Arusha,Monduli DC,IRKISALE,S.2491,"865,334.00","858,910.09","906,292.01","901,571.58","901,314.00","898,601.00","898,282.00","898,123.00","896,494.00","895,599.00","895,599.00","893,071.00","10,709,190.67"
152,Arusha,Monduli DC,IRKISONGO,S.707,"1,304,779.07","1,295,092.89","1,336,432.96","1,348,631.86","1,348,246.00","1,344,189.00","1,343,711.00","1,343,473.00","1,341,036.00","1,339,698.00","1,339,698.00","1,335,915.00","16,020,902.78"
153,Arusha,Monduli DC,KIPOK,S.2490,"883,408.86","876,850.77","907,362.01","902,636.01","902,378.00","899,662.00","899,343.00","899,183.00","897,552.00","896,657.00","896,657.00","894,125.00","10,755,814.64"
154,Arusha,Monduli DC,LOWASSA,S.1848,"992,987.71","985,616.15","1,064,652.36","1,059,107.11","1,058,804.00","1,055,618.00","1,055,243.00","1,055,056.00","1,053,142.00","1,052,091.00","1,052,091.00","1,049,121.00","12,533,529.32"
155,Arusha,Monduli DC,MANYARA,S.424,"1,120,641.41","1,112,322.20","1,098,892.43","1,093,168.84","1,092,856.00","1,089,567.00","1,089,180.00","1,088,987.00","1,087,012.00","1,085,928.00","1,085,928.00","1,082,861.00","13,127,343.89"
156,Arusha,Monduli DC,MOITA,S.903,"867,593.35","861,152.67","806,781.79","802,579.66","802,350.00","799,936.00","799,651.00","799,510.00","798,059.00","797,263.00","797,263.00","795,012.00","9,727,151.47"
157,Arusha,Monduli DC,NANJA,S.2488,"646,176.30","641,379.34","578,871.28","575,856.23","575,692.00","573,959.00","573,755.00","573,654.00","572,613.00","572,042.00","572,042.00","570,426.00","7,026,466.14"
158,Arusha,Monduli DC,OLDONYOLENGAI,S.2487,"673,288.59","668,290.36","704,061.56","700,394.45","700,194.00","698,087.00","697,839.00","697,715.00","696,450.00","695,755.00","695,755.00","693,790.00","8,321,619.96"
159,Arusha,Monduli DC,OLESOKOINE,S.2521,"616,804.65","612,225.73","650,561.44","647,172.99","646,988.00","645,041.00","644,812.00","644,698.00","643,528.00","642,886.00","642,886.00","641,071.00","7,678,674.81"
160,Arusha,Monduli DC,OLTINGA,S.2492,"793,034.55","787,147.37","827,111.83","822,803.81","822,569.00","820,093.00","819,802.00","819,657.00","818,169.00","817,353.00","817,353.00","815,045.00","9,780,138.56"
161,Arusha,Monduli DC,RIFTVALLEY,S.2489,"878,890.14","872,365.60","925,552.05","920,731.30","920,468.00","917,698.00","917,372.00","917,210.00","915,545.00","914,632.00","914,632.00","912,050.00","10,927,146.09"
162,Arusha,Ngorongoro DC,ARASH,S.4484,"710,567.99","705,293.01","650,561.44","647,172.99","646,988.00","645,041.00","644,812.00","644,698.00","643,528.00","642,886.00","642,886.00","641,071.00","7,865,505.43"
163,Arusha,Ngorongoro DC,DIGODIGO,S.764,"725,253.82","719,869.81","793,941.76","789,806.51","789,581.00","787,205.00","786,925.00","786,785.00","785,358.00","784,575.00","784,575.00","782,359.00","9,316,234.90"
164,Arusha,Ngorongoro DC,EMBARWAY,S.952,"1,331,891.36","1,322,003.91","1,326,802.94","1,319,892.27","1,319,515.00","1,315,544.00","1,315,077.00","1,314,844.00","1,312,458.00","1,311,149.00","1,311,149.00","1,307,447.00","15,807,773.48"
165,Arusha,Ngorongoro DC,LAKE NATRON,S.4482,"681,196.34","676,139.40","724,391.60","720,618.60","720,413.00","718,245.00","717,989.00","717,862.00","716,560.00","715,845.00","715,845.00","713,824.00","8,538,928.96"
166,Arusha,Ngorongoro DC,LOLIONDO,S.1005,"1,119,511.74","1,111,200.91","1,086,052.41","1,080,395.69","1,080,087.00","1,076,836.00","1,076,454.00","1,076,263.00","1,074,311.00","1,073,239.00","1,073,239.00","1,070,209.00","12,997,798.74"
167,Arusha,Ngorongoro DC,MALAMBO,S.2559,"861,944.96","855,546.21","946,952.10","942,019.89","941,751.00","938,916.00","938,583.00","938,417.00","936,714.00","935,780.00","935,780.00","933,137.00","11,105,541.16"
168,Arusha,Ngorongoro DC,NAINOKANOKA,S.4483,"1,593,976.85","1,582,143.78","1,445,573.20","1,438,043.92","1,437,633.00","1,433,306.00","1,432,797.00","1,432,543.00","1,429,944.00","1,428,518.00","1,428,518.00","1,424,484.00","17,507,480.75"
169,Arusha,Ngorongoro DC,NGORONGORO GIRLS,S.5361,"308,402.32","306,112.86","518,951.15","516,248.19","516,101.00","514,547.00","514,365.00","514,274.00","513,341.00","512,829.00","512,829.00","511,380.00","5,759,380.53"
170,Arusha,Ngorongoro DC,SALE,S.4377,"745,588.04","740,053.08","715,831.59","712,103.17","711,900.00","709,757.00","709,505.00","709,379.00","708,092.00","707,386.00","707,386.00","705,389.00","8,582,369.87"
171,Arusha,Ngorongoro DC,SAMUNGE,S.2560,"789,645.51","783,783.49","924,482.05","919,666.87","919,404.00","916,637.00","916,311.00","916,149.00","914,487.00","913,575.00","913,575.00","910,995.00","10,738,710.92"
172,Arusha,Ngorongoro DC,SOITSAMBU,S.2825,"850,648.17","844,333.29","793,941.76","789,806.51","789,581.00","787,205.00","786,925.00","786,785.00","785,358.00","784,575.00","784,575.00","782,359.00","9,566,092.72"
173,Coast,Bagamoyo DC,BAGAMOYO,S.127,"814,498.45","808,451.92","772,541.71","860,058.84","859,813.00","857,225.00","856,921.00","856,769.00","855,215.00","854,362.00","854,362.00","851,949.00","10,102,166.92"
174,Coast,Bagamoyo DC,DUNDA,S.2207,"985,079.95","977,767.10","1,190,912.64","1,184,709.76","1,184,371.00","1,180,807.00","1,180,387.00","1,180,178.00","1,178,037.00","1,176,862.00","1,176,862.00","1,173,539.00","13,769,512.45"
175,Coast,Bagamoyo DC,FUKAYOSI,S.4918,"847,259.13","840,969.41","857,071.90","852,607.83","852,364.00","849,799.00","849,497.00","849,347.00","847,806.00","846,960.00","846,960.00","844,568.00","10,185,209.27"
176,Coast,Bagamoyo DC,HASSANAL DAMJI,S.3995,"1,197,459.58","1,188,570.10","1,038,972.30","1,033,560.80","1,033,265.00","1,030,156.00","1,029,790.00","1,029,607.00","1,027,739.00","1,026,714.00","1,026,714.00","1,023,815.00","12,686,362.78"
177,Coast,Bagamoyo DC,KEREGE,S.4663,"1,295,741.64","1,286,122.55","1,319,312.92","1,312,441.27","1,312,066.00","1,308,118.00","1,307,653.00","1,307,421.00","1,305,049.00","1,303,748.00","1,303,748.00","1,300,066.00","15,661,487.37"
178,Coast,Bagamoyo DC,KINGANI,S.3137,"1,346,577.18","1,336,580.71","1,386,723.07","1,379,500.31","1,379,106.00","1,374,956.00","1,374,467.00","1,374,224.00","1,371,730.00","1,370,362.00","1,370,362.00","1,366,493.00","16,431,081.28"
179,Coast,Bagamoyo DC,KIROMO,S.3133,"995,247.06","987,858.73","951,232.11","946,277.61","946,007.00","943,160.00","942,825.00","942,658.00","940,948.00","940,009.00","940,009.00","937,355.00","11,413,586.51"
180,Coast,Bagamoyo DC,MAPINGA,S.5299,"739,939.64","734,446.62","867,771.92","863,252.12","863,005.00","860,408.00","860,103.00","859,950.00","858,390.00","857,534.00","857,534.00","855,112.00","10,077,446.31"
181,Coast,Bagamoyo DC,MATIMBWA,S.1783,"1,025,748.39","1,018,133.63","1,064,652.36","1,059,107.11","1,058,804.00","1,055,618.00","1,055,243.00","1,055,056.00","1,053,142.00","1,052,091.00","1,052,091.00","1,049,121.00","12,598,807.49"
182,Coast,Bagamoyo DC,NIANJEMA,S.5770,,"395,816.27","377,710.84","375,743.53","375,636.00","374,506.00","374,373.00","374,306.00","373,627.00","373,255.00","373,255.00","372,201.00","4,140,429.63"
183,Coast,Bagamoyo DC,SHUSHILA LADWA,S.5771,,"244,441.77","233,260.52","232,045.58","231,979.00","231,281.00","231,199.00","231,158.00","230,739.00","230,508.00","230,508.00","229,858.00","2,556,977.87"
184,Coast,Bagamoyo DC,ZINGA,S.3134,"1,248,295.12","1,239,028.26","1,177,002.61","1,170,872.18","1,170,537.00","1,167,015.00","1,166,600.00","1,166,394.00","1,164,277.00","1,163,116.00","1,163,116.00","1,159,832.00","14,156,085.17"
185,Coast,Chalinze DC,CHAHUA,S.5418,"464,298.01","460,851.24","707,271.57","703,587.74","703,387.00","701,270.00","701,021.00","700,897.00","699,625.00","698,927.00","698,927.00","696,954.00","7,937,016.54"
186,Coast,Chalinze DC,CHALINZE,S.1784,"1,287,833.88","1,278,273.50","1,321,452.93","1,314,570.13","1,314,194.00","1,310,239.00","1,309,774.00","1,309,542.00","1,307,166.00","1,305,862.00","1,305,862.00","1,302,175.00","15,666,944.44"
187,Coast,Chalinze DC,CHAMAKWEZA,S.5462,"219,157.70","217,530.75","307,090.68","299,104.62","299,019.00","298,119.00","298,013.00","297,961.00","297,420.00","297,123.00","297,123.00","296,284.00","3,423,945.75"
188,Coast,Chalinze DC,CHANGALIKWA,S.2205,"722,994.46","717,627.23","844,231.87","839,834.68","839,595.00","837,068.00","836,771.00","836,622.00","835,104.00","834,272.00","834,272.00","831,916.00","9,810,308.24"
189,Coast,Chalinze DC,KIBINDU,S.3135,"535,467.77","531,492.67","548,911.22","546,052.21","545,896.00","544,253.00","544,060.00","543,964.00","542,977.00","542,435.00","542,435.00","540,903.00","6,508,846.86"
190,Coast,Chalinze DC,KIKARO,S.922,"2,024,384.49","2,009,356.24","1,717,353.80","1,918,101.51","1,917,553.00","1,911,782.00","1,911,103.00","1,910,765.00","1,907,298.00","1,905,396.00","1,905,396.00","1,900,015.00","22,938,504.05"
191,Coast,Chalinze DC,KIMANGE,S.4400,"539,986.49","535,977.84","554,261.23","548,181.06","548,024.00","546,375.00","546,181.00","546,084.00","545,094.00","544,550.00","544,550.00","543,012.00","6,542,276.62"
192,Coast,Chalinze DC,KIWANGWA,S.1293,"1,950,955.37","1,936,472.22","2,054,404.55","2,458,831.57","2,458,129.00","2,450,731.00","2,449,861.00","2,449,427.00","2,444,983.00","2,442,544.00","2,442,544.00","2,435,647.00","27,974,529.71"
193,Coast,Chalinze DC,Kolwa,S.5843,,,,,,,"372,252.00","372,186.00","371,510.00","371,140.00","371,140.00","370,092.00","2,228,320.00"
194,Coast,Chalinze DC,LUGOBA,S.339,"1,490,046.40","1,478,984.87","1,549,363.43","1,627,512.33","1,492,967.00","1,488,474.00","1,487,946.00","1,487,682.00","1,484,983.00","1,483,502.00","1,483,502.00","1,479,313.00","18,034,276.02"
195,Coast,Chalinze DC,MANDERA GIRLS,S.3996,"639,398.23","634,651.58","605,621.34","583,307.23","583,140.00","581,386.00","581,179.00","581,076.00","580,022.00","579,443.00","579,443.00","577,807.00","7,106,474.38"
196,Coast,Chalinze DC,MATIPWILI,S.3136,"488,021.26","484,398.38","582,081.29","579,049.51","578,884.00","577,142.00","576,937.00","576,835.00","575,788.00","575,214.00","575,214.00","573,590.00","6,743,154.44"
197,Coast,Chalinze DC,MBOGA,S.4399,"909,391.47","902,640.50","909,502.01","904,764.86","904,506.00","901,784.00","901,464.00","901,304.00","899,669.00","898,772.00","898,772.00","896,234.00","10,828,803.85"
198,Coast,Chalinze DC,MDAULA,S.4398,"1,161,309.85","1,152,688.74","1,053,952.33","1,268,799.67","1,268,437.00","1,264,620.00","1,264,170.00","1,263,947.00","1,261,653.00","1,260,395.00","1,260,395.00","1,256,836.00","14,737,203.59"
199,Coast,Chalinze DC,MIONO,S.4719,"549,023.92","544,948.18","536,071.19","504,539.47","504,395.00","502,877.00","502,699.00","502,610.00","501,698.00","501,197.00","501,197.00","499,782.00","6,151,037.75"
200,Coast,Chalinze DC,MORETO,S.4397,"567,098.78","562,888.86","468,661.04","466,220.01","466,087.00","464,684.00","464,519.00","464,437.00","463,594.00","463,132.00","463,132.00","461,824.00","5,776,277.69"
201,Coast,Chalinze DC,MSATA,S.2206,"1,113,863.34","1,105,594.45","1,105,312.45","1,078,266.83","1,077,959.00","1,074,715.00","1,074,333.00","1,074,142.00","1,072,194.00","1,071,124.00","1,071,124.00","1,068,100.00","12,986,728.07"
202,Coast,Chalinze DC,PERA,S.5327,"677,807.31","672,775.53","898,801.99","894,120.57","893,865.00","891,175.00","890,858.00","890,701.00","889,085.00","888,198.00","888,198.00","885,690.00","10,261,275.40"
203,Coast,Chalinze DC,RUPUNGWI,S.5417,"307,272.65","304,991.57","472,941.05","498,152.89","498,010.00","496,512.00","496,335.00","496,247.00","495,347.00","494,853.00","494,853.00","493,456.00","5,548,971.16"
204,Coast,Chalinze DC,RUVU DARAJANI,S.5844,,,,,"140,464.00","140,042.00","139,992.00","139,967.00","139,713.00","139,574.00","139,574.00","139,180.00","1,118,506.00"
205,Coast,Chalinze DC,TALAWANDA,S.3139,"758,014.51","752,387.30","678,381.50","674,848.15","674,655.00","672,625.00","672,386.00","672,267.00","671,047.00","670,378.00","670,378.00","668,485.00","8,235,852.45"
206,Coast,Chalinze DC,UBENA,S.3140,"895,835.32","889,184.99","731,881.62","681,234.72","681,040.00","678,990.00","678,749.00","678,629.00","677,398.00","676,722.00","676,722.00","674,811.00","8,621,197.65"
207,Coast,Chalinze DC,VIGWAZA,S.3138,"1,037,045.18","1,029,346.56","935,182.07","1,112,328.57","1,112,011.00","1,108,664.00","1,108,270.00","1,108,074.00","1,106,064.00","1,104,960.00","1,104,960.00","1,101,840.00","12,968,745.38"
208,Coast,Kibaha DC,DISUNYARA,S.5621,,,"529,651.17","526,892.48","526,742.00","525,157.00","524,970.00","524,877.00","523,925.00","523,402.00","523,402.00","521,924.00","5,250,942.65"
209,Coast,Kibaha DC,DOSSA AZIZ,S.3496,"750,106.75","744,538.25","778,961.73","774,904.50","774,683.00","772,352.00","772,077.00","771,940.00","770,540.00","769,771.00","769,771.00","767,598.00","9,217,243.22"
210,Coast,Kibaha DC,KILANGALANGA,S.551,"2,642,318.82","2,622,703.26","2,386,105.28","2,373,677.23","2,372,999.00","2,365,857.00","2,365,017.00","2,364,598.00","2,360,308.00","2,357,954.00","2,357,954.00","2,351,296.00","28,920,787.60"
211,Coast,Kibaha DC,KWALA,S.1796,"512,874.20","509,066.82","475,081.05","472,606.59","472,471.00","471,050.00","470,882.00","470,799.00","469,945.00","469,476.00","469,476.00","468,150.00","5,731,877.65"
